T_eff,logg,R_p_Rj,a_AU,phase_deg,band,f_reflect,Fp_ref_band,Fp_th_band,decision,gravity_code,pt_file,cld_file,egp_irflux_file
500.0,3.4913616938342726,1.0,5.0,60.0,CGI-1,0.8414489931436209,0.8187572647018799,0.1542752914879309,True,31,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g31_m+000_CO100_fsed3_IRflux.txt
500.0,3.4913616938342726,1.0,5.0,60.0,CGI-2,0.023754776055945795,1.1860300978048448,48.74203889394567,False,31,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g31_m+000_CO100_fsed3_IRflux.txt
500.0,3.4913616938342726,1.0,5.0,60.0,CGI-3,0.006292837649074291,0.8867942280670744,140.03440500190615,False,31,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g31_m+000_CO100_fsed3_IRflux.txt
500.0,3.4913616938342726,1.0,5.0,60.0,CGI-4,0.00021238049791837515,0.4758942281751473,2240.2864772681437,False,31,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g31_m+000_CO100_fsed3_IRflux.txt
500.0,4.0,1.0,5.0,60.0,CGI-1,0.8257727946539234,1.011169624079563,0.21334349941627495,True,100,SLGRID_T500_g100_m+000_CO100_fsed3_full.pt,SLGRID_T500_g100_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g100_m+000_CO100_fsed3_IRflux.txt
500.0,4.0,1.0,5.0,60.0,CGI-2,0.025050940045340427,1.5838385435816391,61.64087640583757,False,100,SLGRID_T500_g100_m+000_CO100_fsed3_full.pt,SLGRID_T500_g100_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g100_m+000_CO100_fsed3_IRflux.txt
500.0,4.0,1.0,5.0,60.0,CGI-3,0.008077803180280346,1.415824990947796,173.857694225778,False,100,SLGRID_T500_g100_m+000_CO100_fsed3_full.pt,SLGRID_T500_g100_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g100_m+000_CO100_fsed3_IRflux.txt
500.0,4.0,1.0,5.0,60.0,CGI-4,0.0003491708302728824,0.8706883546926205,2492.717776673054,False,100,SLGRID_T500_g100_m+000_CO100_fsed3_full.pt,SLGRID_T500_g100_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g100_m+000_CO100_fsed3_IRflux.txt
500.0,4.100370545117563,1.0,5.0,60.0,CGI-1,0.7544724428229249,0.7345811790078931,0.2390543540003015,True,126,SLGRID_T500_g126_m+000_CO100_fsed3_full.pt,SLGRID_T500_g126_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g126_m+000_CO100_fsed3_IRflux.txt
500.0,4.100370545117563,1.0,5.0,60.0,CGI-2,0.01796820454185069,1.1900766132334746,65.04228458132019,False,126,SLGRID_T500_g126_m+000_CO100_fsed3_full.pt,SLGRID_T500_g126_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g126_m+000_CO100_fsed3_IRflux.txt
500.0,4.100370545117563,1.0,5.0,60.0,CGI-3,0.005427413747413918,0.9970461067779112,182.7085184916441,False,126,SLGRID_T500_g126_m+000_CO100_fsed3_full.pt,SLGRID_T500_g126_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g126_m+000_CO100_fsed3_IRflux.txt
500.0,4.100370545117563,1.0,5.0,60.0,CGI-4,0.00024744724234192493,0.6066746262483068,2451.1265534612085,False,126,SLGRID_T500_g126_m+000_CO100_fsed3_full.pt,SLGRID_T500_g126_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g126_m+000_CO100_fsed3_IRflux.txt
500.0,4.499687082618404,1.0,5.0,60.0,CGI-1,0.7749455313115975,0.6589046695626031,0.19135466214475585,True,316,SLGRID_T500_g316_m+000_CO100_fsed3_full.pt,SLGRID_T500_g316_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g316_m+000_CO100_fsed3_IRflux.txt
500.0,4.499687082618404,1.0,5.0,60.0,CGI-2,0.024887789829878534,1.179007288132003,46.19391317572411,False,316,SLGRID_T500_g316_m+000_CO100_fsed3_full.pt,SLGRID_T500_g316_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g316_m+000_CO100_fsed3_IRflux.txt
500.0,4.499687082618404,1.0,5.0,60.0,CGI-3,0.007333006439986882,1.0092401449932746,136.6205510263179,False,316,SLGRID_T500_g316_m+000_CO100_fsed3_full.pt,SLGRID_T500_g316_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g316_m+000_CO100_fsed3_IRflux.txt
500.0,4.499687082618404,1.0,5.0,60.0,CGI-4,0.00041978718017809003,0.6666746633213858,1587.4586774223628,False,316,SLGRID_T500_g316_m+000_CO100_fsed3_full.pt,SLGRID_T500_g316_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g316_m+000_CO100_fsed3_IRflux.txt
500.0,5.0,1.0,5.0,60.0,CGI-1,0.6920906331535349,0.8066638162020867,0.3588826853110101,True,1000,SLGRID_T500_g1000_m+000_CO100_fsed3_full.pt,SLGRID_T500_g1000_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g1000_m+000_CO100_fsed3_IRflux.txt
500.0,5.0,1.0,5.0,60.0,CGI-2,0.018833651763426672,1.4251167696795766,74.24352081482915,False,1000,SLGRID_T500_g1000_m+000_CO100_fsed3_full.pt,SLGRID_T500_g1000_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g1000_m+000_CO100_fsed3_IRflux.txt
500.0,5.0,1.0,5.0,60.0,CGI-3,0.00607630296819589,1.2571654529938336,205.63927463137833,False,1000,SLGRID_T500_g1000_m+000_CO100_fsed3_full.pt,SLGRID_T500_g1000_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g1000_m+000_CO100_fsed3_IRflux.txt
500.0,5.0,1.0,5.0,60.0,CGI-4,0.00044715864313249216,0.8039811062391622,1797.1733555432602,False,1000,SLGRID_T500_g1000_m+000_CO100_fsed3_full.pt,SLGRID_T500_g1000_m+000_CO100_fsed3_picaso.cld,SLGRID_T500_g1000_m+000_CO100_fsed3_IRflux.txt
