file_path,run_id,status,cloud_fraction,cloud_hole_fraction,run_type,atmosphere_source,native_patchy_cloud_api,diagnostic_plot,spectrum_plot,flags
/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/outputs/patchy_picaso_climate_native/nc/run_000000.nc,4729576c6a69,rerun_recommended,0.5,,,,,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/data/qc/plots/patchy_cloud_cases/4729576c6a69_diagnostic.png,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/data/qc/plots/patchy_cloud_cases/4729576c6a69_spectrum.png,rerun_recommended:adiabat:Adiabat violated at 4 layer(s) (max dTdp/dTdp_ad = 1.054)
/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/outputs/patchy_cloud/PICASO_T1000_g100_m+000_CO100_fsed3_frac50.patchy_picaso.nc,eed4f9c234b1,warning,0.5,0.5,patchy_cloud_linear_combo_from_two_picaso_component_runs,,,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/data/qc/plots/patchy_cloud_cases/eed4f9c234b1_diagnostic.png,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/data/qc/plots/patchy_cloud_cases/eed4f9c234b1_spectrum.png,"warning:picaso_diagnostics:Exact PICASO climate diagnostics unavailable for this run mode; no moistgrad, flux-balance, or spectrum_output fields were returned."
/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/outputs/patchy_cloud/SLGRID_T1000_g100_m+000_CO100_fsed3_frac50.local_smoke.nc,SLGRID_T1000_g100_m+000_CO100_fsed3_frac50.local_smoke,fail,0.5,0.5,patchy_cloud_single_case,,,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/data/qc/plots/patchy_cloud_cases/SLGRID_T1000_g100_m_000_CO100_fsed3_frac50.local_smoke_diagnostic.png,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/data/qc/plots/patchy_cloud_cases/SLGRID_T1000_g100_m_000_CO100_fsed3_frac50.local_smoke_spectrum.png,"fail:schema:missing required dimension wavelength; fail:schema:missing required dimension level; fail:schema:missing required dimension layer; fail:schema:missing required dimension species; fail:schema:missing required coordinate wavelength_um; fail:schema:missing required coordinate wavenumber_cm1; fail:schema:missing required coordinate level; fail:schema:missing required coordinate layer; fail:schema:missing required coordinate species; fail:schema:missing required variable reflected_planet_star_flux_ratio; fail:schema:missing required variable geometric_albedo; fail:schema:missing required variable reflected_flux; fail:schema:missing required variable thermal_flux; fail:schema:missing required variable pressure_bar; fail:schema:missing required variable temperature_k; fail:schema:missing required variable mole_fraction; fail:schema:missing required variable layer_pressure_bar; fail:schema:missing required variable layer_temperature_k; fail:schema:missing required variable cloud_optical_depth; fail:schema:missing required variable single_scattering_albedo; fail:schema:missing required variable asymmetry_factor; fail:schema:missing required variable run_index; fail:schema:missing required variable star_teff_k; fail:schema:missing required variable star_radius_rsun; fail:schema:missing required variable star_mass_msun; fail:schema:missing required variable star_logg_cgs; fail:schema:missing required variable star_metallicity_feh; fail:schema:missing required variable planet_radius_rearth; fail:schema:missing required variable planet_mass_mearth; fail:schema:missing required variable insolation_searth; fail:schema:missing required variable semi_major_axis_au; fail:schema:missing required variable equilibrium_temperature_k; fail:schema:missing required variable phase_angle_deg; fail:schema:missing required variable c_to_o_xsolar; fail:schema:missing required variable kzz_cm2_s; fail:schema:missing required variable run_success; fail:schema:missing required variable runtime_seconds; fail:schema:missing required global attribute title; fail:schema:missing required global attribute run_id; fail:schema:missing required global attribute author; fail:schema:missing required global attribute contact; fail:schema:missing required global attribute code; fail:schema:missing required global attribute picaso_version; fail:schema:missing required global attribute xarray_version; fail:schema:missing required global attribute python_version; fail:schema:missing required global attribute git_commit; fail:schema:missing required global attribute source_manifest_row; fail:schema:missing required global attribute source_notebook_reference; fail:schema:missing required global attribute stellar_params; fail:schema:missing required global attribute planet_params; fail:schema:missing required global attribute orbit_params; fail:schema:missing required global attribute cld_params; fail:schema:missing required global attribute grid_params; fail:schema:missing required global attribute notes; warning:picaso_diagnostics:Exact PICASO climate diagnostics unavailable for this run mode; no moistgrad, flux-balance, or spectrum_output fields were returned."
