case_id,cloud_id,metallicity_xsolar,CO_at_1mbar_tint25,CO_at_1mbar_tint50,CO_at_1mbar_tint100,CO_monotonic_increase_25_50_100,CO2_at_1mbar_tint25,CO2_at_1mbar_tint50,CO2_at_1mbar_tint100,CO2_monotonic_increase_25_50_100
k2_18b_observed,cloud_free,100.0,0.048992140111831665,0.04947276948122248,0.05126539462908825,True,0.0016804180519870797,0.002197464596143424,0.002036865603706557,False
k2_18b_observed,fully_cloudy_virga,100.0,0.0467948486441886,0.04443238179994816,0.05011708087596135,False,0.0017352153417674694,0.001855905005080652,0.0018906030751721708,True
