run_index,model_name,run_id,star_teff_k,star_radius_rsun,stellar_luminosity_lsun,planet_radius_rearth,gravity_ms2,metallicity_xsolar,c_to_o_xsolar,c_to_o_picaso_tag,kzz_cm2_s,logkzz,cloud_fraction,cloud_model,fsed,insolation_searth,phase_deg,semi_major_au,equilibrium_temperature_k,picaso_tint_k,output_nc,status,author,contact,project,notes,code,picaso_tint_mode,picaso_tint_fixed_k,picaso_tint_floor_k,netcdf_optional_variables,netcdf_strict_optional,source_notebook_reference,planet_class_id,separation_id,climate_key,climate_index,climate_cache_nc,spectrum_index,spectrum_run_id
142,aurora_cahoy_exact_304,52c3c6454c9c,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,90.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000142.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,142,52c3c6454c9c
143,aurora_cahoy_exact_304,750a60a2f96f,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,100.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000143.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,143,750a60a2f96f
144,aurora_cahoy_exact_304,279e5aaaa0a6,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,110.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000144.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,144,279e5aaaa0a6
145,aurora_cahoy_exact_304,a4c255888269,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,120.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000145.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,145,a4c255888269
146,aurora_cahoy_exact_304,4436df1ea7f3,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,130.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000146.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,146,4436df1ea7f3
147,aurora_cahoy_exact_304,9ad71792c085,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,140.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000147.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,147,9ad71792c085
148,aurora_cahoy_exact_304,0e5b24562d0e,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,150.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000148.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,148,0e5b24562d0e
149,aurora_cahoy_exact_304,1a809564f56c,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,160.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000149.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,149,1a809564f56c
150,aurora_cahoy_exact_304,d9fac2dbfe0c,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,170.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000150.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,150,d9fac2dbfe0c
151,aurora_cahoy_exact_304,87938e00c738,5772.0,1.0,1.0,10.97,24.79,30.0,1.0,100,1000000000.0,9.0,0.0,none,3.0,0.04,180.0,5.0,124.47284557635014,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000151.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,outer_clear,fad955762255,15,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/fad955762255.nc,151,87938e00c738
152,aurora_cahoy_exact_304,0e83aaecde8c,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,0.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000152.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,152,0e83aaecde8c
153,aurora_cahoy_exact_304,acef936a449b,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,10.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000153.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,153,acef936a449b
154,aurora_cahoy_exact_304,5429539924e8,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,20.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000154.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,154,5429539924e8
155,aurora_cahoy_exact_304,d043d50de580,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,30.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000155.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,155,d043d50de580
156,aurora_cahoy_exact_304,fcc0e970e94b,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,40.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000156.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,156,fcc0e970e94b
157,aurora_cahoy_exact_304,f10867d4981f,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,50.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000157.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,157,f10867d4981f
158,aurora_cahoy_exact_304,7bb0ef9a9c80,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,60.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000158.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,158,7bb0ef9a9c80
159,aurora_cahoy_exact_304,049c620e4545,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,70.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000159.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,159,049c620e4545
160,aurora_cahoy_exact_304,1618376e40bf,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,80.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000160.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,160,1618376e40bf
161,aurora_cahoy_exact_304,f8ae0f2e638a,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,90.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000161.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,161,f8ae0f2e638a
162,aurora_cahoy_exact_304,f938b6fb13d9,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,100.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000162.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,162,f938b6fb13d9
163,aurora_cahoy_exact_304,7cc3833bfc6e,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,110.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000163.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,163,7cc3833bfc6e
164,aurora_cahoy_exact_304,f84b86148e53,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,120.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000164.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,164,f84b86148e53
165,aurora_cahoy_exact_304,0f1564125551,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,130.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000165.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,165,0f1564125551
166,aurora_cahoy_exact_304,9347068e86b5,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,140.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000166.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,166,9347068e86b5
167,aurora_cahoy_exact_304,ade716416d13,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,150.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000167.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,167,ade716416d13
168,aurora_cahoy_exact_304,571ba8b90c18,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,160.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000168.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,168,571ba8b90c18
169,aurora_cahoy_exact_304,af061327ba85,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,170.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000169.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,169,af061327ba85
170,aurora_cahoy_exact_304,d80f7b64a727,5772.0,1.0,1.0,3.86,11.15,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,180.0,0.5,393.61769886368046,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000170.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,60.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,neptune_analog,inner_cloudy,dc399462f003,14,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/dc399462f003.nc,170,d80f7b64a727
