run_index,model_name,run_id,star_teff_k,star_radius_rsun,stellar_luminosity_lsun,planet_radius_rearth,gravity_ms2,metallicity_xsolar,c_to_o_xsolar,c_to_o_picaso_tag,kzz_cm2_s,logkzz,cloud_fraction,cloud_model,fsed,insolation_searth,phase_deg,semi_major_au,equilibrium_temperature_k,picaso_tint_k,output_nc,status,author,contact,project,notes,code,picaso_tint_mode,picaso_tint_fixed_k,picaso_tint_floor_k,netcdf_optional_variables,netcdf_strict_optional,source_notebook_reference,planet_class_id,separation_id,climate_key,climate_index,climate_cache_nc,spectrum_index,spectrum_run_id
0,aurora_cahoy_exact_304,67e60f296c81,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,0.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000000.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,0,67e60f296c81
1,aurora_cahoy_exact_304,528055c16db5,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,10.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000001.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,1,528055c16db5
2,aurora_cahoy_exact_304,a018a5872cc5,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,20.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000002.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,2,a018a5872cc5
3,aurora_cahoy_exact_304,3bd41071764e,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,30.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000003.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,3,3bd41071764e
4,aurora_cahoy_exact_304,6e99f8f85086,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,40.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000004.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,4,6e99f8f85086
5,aurora_cahoy_exact_304,a979fe366f3a,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,50.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000005.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,5,a979fe366f3a
6,aurora_cahoy_exact_304,66e4e316fa8c,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,60.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000006.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,6,66e4e316fa8c
7,aurora_cahoy_exact_304,26037159354f,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,70.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000007.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,7,26037159354f
8,aurora_cahoy_exact_304,6e47efc1c7fc,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,80.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000008.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,8,6e47efc1c7fc
9,aurora_cahoy_exact_304,eb5b04950cc0,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,90.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000009.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,9,eb5b04950cc0
10,aurora_cahoy_exact_304,e6cc78e40c09,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,100.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000010.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,10,e6cc78e40c09
11,aurora_cahoy_exact_304,b060f6ada796,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,110.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000011.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,11,b060f6ada796
12,aurora_cahoy_exact_304,05bed4678a27,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,120.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000012.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,12,05bed4678a27
13,aurora_cahoy_exact_304,54c06dc55fcf,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,130.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000013.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,13,54c06dc55fcf
14,aurora_cahoy_exact_304,1e45daa7470c,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,140.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000014.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,14,1e45daa7470c
15,aurora_cahoy_exact_304,c849c0a77080,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,150.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000015.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,15,c849c0a77080
16,aurora_cahoy_exact_304,8bbc9fc2bca5,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,160.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000016.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,16,8bbc9fc2bca5
17,aurora_cahoy_exact_304,e2e82a593b4b,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,170.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000017.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,17,e2e82a593b4b
18,aurora_cahoy_exact_304,b03d0d3c419e,5772.0,1.0,1.0,10.97,24.79,1.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,180.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000018.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,8c5b7ec163e7,8,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/8c5b7ec163e7.nc,18,b03d0d3c419e
19,aurora_cahoy_exact_304,1363feb4aa85,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,0.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000019.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,19,1363feb4aa85
20,aurora_cahoy_exact_304,b9bddef79072,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,10.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000020.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,20,b9bddef79072
21,aurora_cahoy_exact_304,6540f19d57d9,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,20.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000021.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,21,6540f19d57d9
22,aurora_cahoy_exact_304,451b68887665,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,30.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000022.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,22,451b68887665
23,aurora_cahoy_exact_304,cf39f6dc6ade,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,40.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000023.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,23,cf39f6dc6ade
24,aurora_cahoy_exact_304,56dab9c1beda,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,50.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000024.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,24,56dab9c1beda
25,aurora_cahoy_exact_304,ec3bed4f3f23,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,60.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000025.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,25,ec3bed4f3f23
26,aurora_cahoy_exact_304,eae2c69bc7bf,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,70.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000026.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,26,eae2c69bc7bf
27,aurora_cahoy_exact_304,7caa8833c4c7,5772.0,1.0,1.0,10.97,24.79,3.0,1.0,100,1000000000.0,9.0,1.0,virga,3.0,4.0,80.0,0.5,393.61769886368046,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000027.nc,pending,Daniel Huang,Daniel Huang,Aurora Cahoy Validation,Factorized Cahoy validation case: 16 unique PICASO climates (8 per planet class) with 19 reflected-light spectra per climate (phase 0-180 deg in 10-deg steps).,"{""climate"": ""PICASO"", ""cloud"": ""PICASO/VIRGA if available"", ""grid_runner"": ""aurora_grid_factorized"", ""spectrum"": ""PICASO""}",fixed,140.0,100.0,[],False,roadrunner_egp/notebooks/path_a_full_picaso_first_order_simulation.ipynb,jupiter_analog,inner_cloudy,198402b743ec,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/198402b743ec.nc,27,7caa8833c4c7
