spectrum_index,spectrum_run_id,model_name,climate_key,climate_index,climate_cache_nc,phase_deg,output_nc,status,planet_class_id,separation_id,star_teff_k,star_radius_rsun,stellar_spectrum_filename,stellar_spectrum_w_unit,stellar_spectrum_f_unit,planet_radius_rearth,gravity_ms2,metallicity_xsolar,c_to_o_xsolar,cloud_fraction,cloud_model,fsed,insolation_searth,semi_major_au,picaso_tint_k
99,ad63a0929de4,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,40.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000099.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
100,189172ac1b78,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,50.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000100.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
101,8ad672aefd63,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000101.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
102,19f838f94685,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,70.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000102.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
103,b1163afafd8a,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,80.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000103.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
104,1d6b30b74cb5,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,90.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000104.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
105,2a368573706b,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,100.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000105.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
106,2c3803f3f48e,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,110.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000106.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
107,d3268782079f,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,120.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000107.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
108,c335d74eb311,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,130.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000108.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
109,14e34fb0ae13,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000109.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
110,2d7c0583c670,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,150.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000110.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
111,aac6ca35894b,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,160.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000111.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
112,242f5c104040,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,170.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000112.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
113,619f38a0502b,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,180.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000113.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
114,58fd961bf22b,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,0.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000114.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
115,581174f2f234,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,10.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000115.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
116,414531cfb75e,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,20.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000116.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
117,6ff50136916e,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,30.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000117.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
118,eba4bd235868,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,40.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000118.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
119,ee2aebec71dd,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,50.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000119.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
120,0b767a793e8f,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000120.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
121,3e2ea8c04bf9,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,70.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000121.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
122,54b8a409db1f,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,80.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000122.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
123,25f354d4be12,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,90.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000123.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
124,1117040fa94d,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,100.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000124.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
125,1d2f4ef166b4,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,110.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000125.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
126,47406a81c5d0,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,120.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000126.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
127,cf8139cd7619,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,130.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000127.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
128,89e9a6547723,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000128.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
129,559f8be6cd15,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,150.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000129.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
130,d5a421dcb003,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,160.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000130.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
131,47ead9676faf,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,170.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000131.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
132,5b155f9bb5bb,aurora_cahoy_exact_304,9027a1517f4c,10,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/9027a1517f4c.nc,180.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000132.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.01,10.0,100.0
133,6981c457cfaf,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,0.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000133.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
134,2a4d9daf5b39,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,10.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000134.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
135,4c07decf27c9,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,20.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000135.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
136,b3d2682f9887,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,30.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000136.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
137,879172194ad1,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,40.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000137.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
138,14215c97756f,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,50.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000138.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
139,bb8cc4937211,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000139.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
140,4969e908e10f,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,70.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000140.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
141,ed62c44f6364,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,80.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000141.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
142,be81c9dba6e2,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,90.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000142.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
143,3b5316366e5b,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,100.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000143.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
144,fb5c3a325063,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,110.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000144.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
145,e1bba34cc7a2,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,120.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000145.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
146,74b74dc28da1,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,130.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000146.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
147,42a56a3dab60,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000147.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
148,1807271e3d93,aurora_cahoy_exact_304,0d4b5b30c0c9,0,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/0d4b5b30c0c9.nc,150.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000148.nc,pending,jupiter_analog,a100_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.01,10.0,100.0
