spectrum_index,spectrum_run_id,model_name,climate_key,climate_index,climate_cache_nc,phase_deg,output_nc,status,planet_class_id,separation_id,star_teff_k,star_radius_rsun,stellar_spectrum_filename,stellar_spectrum_w_unit,stellar_spectrum_f_unit,planet_radius_rearth,gravity_ms2,metallicity_xsolar,c_to_o_xsolar,cloud_fraction,cloud_model,fsed,insolation_searth,semi_major_au,picaso_tint_k
48,75184d49599b,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,100.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000048.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
49,caa15d309e37,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,110.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000049.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
50,80627efd173e,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,120.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000050.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
51,cbf12cf18fe7,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,130.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000051.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
52,820b7449104a,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000052.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
53,f6e018825eaf,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,150.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000053.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
54,12d28efdbfbd,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,160.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000054.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
55,ff4b21a93133,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,170.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000055.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
56,ed9a389f0cbb,aurora_cahoy_exact_304,c63620e8de1f,11,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/c63620e8de1f.nc,180.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000056.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,6.0,0.25,2.0,100.0
57,ad1fce3fa511,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,0.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000057.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
58,dafe34234604,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,10.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000058.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
59,b54dc1a26178,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,20.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000059.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
60,b13283c9c230,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,30.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000060.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
61,ec09798142f7,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,40.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000061.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
62,214e058620ed,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,50.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000062.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
63,d6241407c4ee,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000063.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
64,6ee7b3b02d3a,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,70.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000064.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
65,e49ec40abf31,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,80.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000065.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
66,2aa01333af56,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,90.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000066.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
67,e7ad60b3c0d5,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,100.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000067.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
68,713ff8e67d39,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,110.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000068.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
69,62957d675e22,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,120.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000069.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
70,c35f5a405f2e,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,130.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000070.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
71,91a53ac50277,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000071.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
72,914f1c51d100,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,150.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000072.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
73,bf519879f828,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,160.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000073.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
74,8a362d6cee06,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,170.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000074.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
75,2c832c07c16d,aurora_cahoy_exact_304,4e481e2521aa,3,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/4e481e2521aa.nc,180.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000075.nc,pending,jupiter_analog,a20_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,6.0,0.25,2.0,100.0
76,e9b17491ee01,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,0.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000076.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
77,a1fdace320f0,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,10.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000077.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
78,1c1b7b75b429,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,20.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000078.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
79,fcf209dae59a,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,30.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000079.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
80,158163ddeee3,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,40.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000080.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
81,4f0c664cc623,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,50.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000081.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
82,351e79123e80,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,60.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000082.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
83,c997f6009173,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,70.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000083.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
84,cd821e80e7a8,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,80.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000084.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
85,05a99c926a54,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,90.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000085.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
86,cdf5fb65a33c,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,100.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000086.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
87,001c10943914,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,110.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000087.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
88,d00b6809b86d,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,120.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000088.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
89,7c74da48cc34,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,130.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000089.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
90,1b4dcaa2a783,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,140.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000090.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
91,1a5098fc7956,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,150.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000091.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
92,9b3a109bdc07,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,160.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000092.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
93,7fc64ef334a3,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,170.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000093.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
94,d85ea42af46d,aurora_cahoy_exact_304,7db9cfff5584,7,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/7db9cfff5584.nc,180.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000094.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,1.0,1.0,1.0,virga,10.0,0.04,5.0,100.0
95,844c1f247036,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,0.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000095.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
96,ab8811f533b4,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,10.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000096.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
97,17d2adbecfcc,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,20.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000097.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
98,967fca40819f,aurora_cahoy_exact_304,ce1e4d68667b,12,roadrunner_egp/aurora_subneptune_grid/cache/climates/aurora_cahoy_exact_304/ce1e4d68667b.nc,30.0,roadrunner_egp/aurora_subneptune_grid/outputs/aurora_cahoy_exact_304/nc/run_000098.nc,pending,jupiter_analog,a50_au,5772.0,1.0,roadrunner_egp/aurora_subneptune_grid/data/stellar_spectra/SOLARSPECTRUM.DAT,AA,erg/(s cm2 AA),11.209,25.0,3.16,1.0,1.0,virga,10.0,0.04,5.0,100.0
