wavelength_um,geometric_albedo_cloud_free,geometric_albedo_cloudy_virga,fpfs_reflected_cloud_free,fpfs_reflected_cloudy_virga
0.358,0.06776669845037143,0.04793052398130747,2.7716007478993255e-10,1.960317960761894e-10
0.359,0.06895250461735114,0.048163482376684864,2.8200992188949496e-10,1.9698457624347211e-10
0.36,0.07007331140536924,0.048366704320290936,2.865939270173183e-10,1.9781573683380342e-10
0.361,0.07114765045340797,0.04854925339181713,2.9098788301212346e-10,1.9856234712283922e-10
0.362,0.07215407166856758,0.048706034901502646,2.951040608050861e-10,1.992035702596272e-10
0.363,0.07308231027730941,0.04884173626109407,2.9890047833913785e-10,1.9975857736243008e-10
0.364,0.07397628775855966,0.04896987770082761,3.025567707545827e-10,2.00282665031335e-10
0.365,0.07481327647990373,0.049078522685939666,3.0597998395384963e-10,2.0072701384701856e-10
0.366,0.07559795412261403,0.04917165548717786,3.091892492583833e-10,2.0110791914042723e-10
0.367,0.07630847806326037,0.0492399091989068,3.1209523218263334e-10,2.0138707105840558e-10
0.368,0.07698349140827264,0.049299922497938665,3.148559797690723e-10,2.0163252038423107e-10
0.369,0.07758924190297423,0.049338394181439385,3.173334481459401e-10,2.0178986632139758e-10
0.37,0.07813562185326983,0.04935954578134526,3.195680960091314e-10,2.0187637457908008e-10
0.371,0.07863900460781593,0.04936968368988435,3.216268889721697e-10,2.0191783776901203e-10
0.372,0.07907363349681261,0.049359529959382004,3.2340448443033417e-10,2.0187630986858634e-10
0.373,0.07944643954051964,0.0493323849962477,3.2492922967126764e-10,2.0176528926134834e-10
0.374,0.07976265634059045,0.049289067376959324,3.262225296838342e-10,2.0158812385597625e-10
0.375,0.08000982221562332,0.049227135153486604,3.272334172433012e-10,2.013348262912118e-10
0.376,0.08025402362842926,0.04916443143658626,3.2823218040256394e-10,2.0107837338346933e-10
0.377,0.08036591993651682,0.04906479127755937,3.286898268546923e-10,2.0067085354615276e-10
0.378,0.08040899050117525,0.048946142751594576,3.2886598182748796e-10,2.0018559109302916e-10
0.379,0.08037071229328167,0.048804353693009624,3.2870942718921855e-10,1.9960568581535682e-10
0.38,0.08024036737155153,0.04863594729925969,3.2817632746499824e-10,1.9891691788429084e-10
0.381,0.08003960126260734,0.04844998444910223,3.2735521103107604e-10,1.9815634552889512e-10
0.382,0.07972558605260845,0.04823075778256323,3.260709153360126e-10,1.9725972697312478e-10
0.383,0.07931091598703344,0.047983597589591254,3.2437494978042213e-10,1.9624886265280708e-10
0.384,0.0787742109987873,0.04770223800135296,3.221798716951091e-10,1.9509812569347152e-10
0.385,0.078107200874847,0.04738408928936522,3.1945185660710353e-10,1.9379692432428546e-10
0.386,0.07729419913100204,0.04702503740584165,3.161267481204707e-10,1.9232843243717167e-10
0.387,0.07630966819859059,0.04661744598936688,3.1210009973564504e-10,1.9066141795871637e-10
0.388,0.0751412428711037,0.04616235808127526,3.0732133880205936e-10,1.8880014683990808e-10
0.389,0.09772864325145507,0.05276646686220596,3.9970189919357744e-10,2.1581039413687625e-10
0.39,0.0937396350086551,0.05145108540083593,3.833871922919011e-10,2.1043059502392995e-10
0.391,0.08942592414259003,0.0500528220823131,3.657444790772928e-10,2.0471181611334716e-10
0.392,0.08479091173931162,0.04857620223127945,3.467876697045342e-10,1.9867256560081845e-10
0.393,0.07979566074764924,0.04700812099796537,3.2635751492198197e-10,1.922592457572923e-10
0.394,0.07445689242116534,0.045355926903726834,3.045224032448498e-10,1.8550191141464323e-10
0.395,0.06875614560882536,0.04360516508377541,2.812068301241711e-10,1.7834144339638116e-10
0.396,0.06271918622258543,0.041745931597872404,2.5651617596430517e-10,1.7073733542316765e-10
0.397,0.05639258432308869,0.039751015302320246,2.306409083811456e-10,1.6257829621484894e-10
0.398,0.049858110339222834,0.03756687283950858,2.0391546152456787e-10,1.536453379597249e-10
0.399,0.04309862710121875,0.03500026599769975,1.7626974581719096e-10,1.4314813268783092e-10
0.4,0.03651732608345491,0.032047574822334,1.4935278034580483e-10,1.3107187509066804e-10
0.401,0.029583177798205886,0.027979206637783756,1.2099269934301593e-10,1.1443259272797905e-10
0.402,0.022087122657013566,0.02215399184925503,9.033446674394893e-11,9.060795609412524e-11
0.403,0.01410121866426993,0.014337458417590682,5.767279370235905e-11,5.863899434656907e-11
0.404,0.0059945079460667515,0.0059644509324374645,2.4517031353939293e-11,2.4394100706055422e-11
0.40499999999999997,0.0033486937329067863,0.003334050783880378,1.3695874621082949e-11,1.3635986195940374e-11
0.40599999999999997,0.011604785822758968,0.011742146059343844,4.7462594166551067e-11,4.802438593619008e-11
0.407,0.01891476464165013,0.01932286764812468,7.735979031873563e-11,7.902889715709398e-11
0.408,0.025666574277044378,0.025170689220945425,1.049741216393579e-10,1.0294599362990134e-10
0.409,0.031560300748376596,0.029075756949302655,1.2907896527110325e-10,1.1891739091501297e-10
0.41,0.03697473962381693,0.03178339271684337,1.512235631042346e-10,1.2999139258539198e-10
0.411,0.042116740389118806,0.033806334840397904,1.7225391207017496e-10,1.3826505506388337e-10
0.412,0.0470198976075483,0.035433946614332607,1.9230741109613004e-10,1.4492184979209466e-10
0.413,0.05164981650636404,0.036814810154146546,2.112433884657057e-10,1.5056946507690606e-10
0.414,0.05594099606654708,0.03801324733593067,2.2879395054168422e-10,1.5547097196052056e-10
0.415,0.05986484425133173,0.03906647794768982,2.448421583078587e-10,1.5977859623323017e-10
0.416,0.06334876394371483,0.03997046108947559,2.5909109568541406e-10,1.6347581095543873e-10
0.417,0.06658838824063769,0.04081310590043692,2.723408855225859e-10,1.669221570836691e-10
0.418,0.06933380528198015,0.04150348089225597,2.8356940941275723e-10,1.6974573250848922e-10
0.419,0.07177962591742366,0.04211192381508599,2.935726092991842e-10,1.722342126890675e-10
0.42,0.07359348892571901,0.04252343268193074,3.0099115584983253e-10,1.739172492087666e-10
0.421,0.07214434902044466,0.04191430797575986,2.9506429599519383e-10,1.7142598059189049e-10
0.422,0.06848312885863987,0.040740677640179725,2.8009021466804507e-10,1.6662593161468756e-10
0.423,0.07658272187551828,0.043030406602058605,3.1321686621902866e-10,1.7599072973581467e-10
0.424,0.04315824360174762,0.034594580211509456,1.7651357227064283e-10,1.414889120763375e-10
0.425,0.06627634131493272,0.03989168610439111,2.710646399440929e-10,1.631536279177985e-10
0.426,0.07931699299255322,0.04354319239268191,3.2439980421988694e-10,1.780879803224646e-10
0.427,0.07571249035105647,0.042311491070779354,3.0965769276186186e-10,1.7305042591441892e-10
0.428,0.06253296278464,0.038629851429070446,2.5575453782685935e-10,1.579928306385784e-10
0.429,0.06976210740788139,0.040475398909098605,2.8532112894406075e-10,1.6554096400333984e-10
0.43,0.08204458052371777,0.04400760069707512,3.3555540691886286e-10,1.7998737107518e-10
0.431,0.08174457165699915,0.04381549346209828,3.343283959851921e-10,1.792016687046733e-10
0.432,0.06800686289117262,0.039691247029886266,2.781423270745571e-10,1.6233384902712004e-10
0.433,0.07106204517220464,0.04043764032134454,2.906377646400723e-10,1.6538653456756702e-10
0.434,0.07590679973529627,0.041768949598621444,3.1045240173691585e-10,1.7083147710270943e-10
0.435,0.07797493939973814,0.042308096233437356,3.1891091834138815e-10,1.730365413163328e-10
0.436,0.08319160459956226,0.04386657077804012,3.40246638540243e-10,1.7941057061416913e-10
0.437,0.08301725613221961,0.043734060933740555,3.3953356802990093e-10,1.788686165394348e-10
0.438,0.07965470008843908,0.042593704358259654,3.257809977278068e-10,1.742046544315723e-10
0.439,0.05051292937540277,0.034930595299384914,2.065936160929864e-10,1.4286318541435928e-10
0.44,0.069457387448898,0.0394488144294022,2.840748500408076e-10,1.613423201609043e-10
0.441,0.08010354314210097,0.042526037788116575,3.276167279192809e-10,1.7392790387310485e-10
0.442,0.0658638133817766,0.03839817745814633,2.69377435529225e-10,1.570453036588594e-10
