climate_group_index,npz_path,pkl_path,status,severity,rerun_recommended,fail_reasons,warning_reasons,npz_bytes,pkl_bytes,pkl_exists,pkl_unpickle_checked,pkl_unpickle_ok,climate_converged,n_levels,pressure_min_bar,pressure_max_bar,temperature_min_k,temperature_max_k,max_temperature_jump_k,max_abs_dtdlogp,max_adiabat_ratio,n_adiabat_violations,max_abs_fnet_irfnet,max_brightness_temperature_k,bottom_temperature_k,selected_ck_file,schema_warnings,open_error
0,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/sample_outputs/climate_00.npz,/Users/dhuang/Documents/daniel/research/aurora/roadrunner_egp/aurora_subneptune_grid/sample_outputs/climate_00_case.pkl,pass,pass,False,,,16749,60584,True,True,True,1,61,1e-06,31.622776601683793,204.0584854111241,1201.510291992499,94.96373250717147,759.7098600573718,1.0058544212981104,0,3.6420970567239563,,1201.510291992499,/home/u11/danielxinhuang/Documents/aurora/picaso4_reference/opacities/sonora_2121grid_feh0.0_co0.27.hdf5,,
