T_eff,logg,R_p_Rj,a_AU,phase_deg,band,f_reflect,Fp_ref_band,Fp_th_band,decision
500,3.0,1.0,5.0,60.0,CGI-1,0.9115088486586249,1.5891226545143557,0.1542752914879309,True
500,3.0,1.0,5.0,60.0,CGI-2,0.04085165023137144,2.076000782297857,48.74203889394567,False
500,3.0,1.0,5.0,60.0,CGI-3,0.009852660138905376,1.3934404958671793,140.03440500190615,False
500,3.0,1.0,5.0,60.0,CGI-4,0.00026777354079654184,0.6000501199619799,2240.2864772681437,False
500,3.0,1.0,10.0,60.0,CGI-1,0.7202907700355818,0.39728066362858894,0.1542752914879309,True
500,3.0,1.0,10.0,60.0,CGI-2,0.010535713520604097,0.5190001955744642,48.74203889394567,False
500,3.0,1.0,10.0,60.0,CGI-3,0.0024815020822138733,0.34836012396679483,140.03440500190615,False
500,3.0,1.0,10.0,60.0,CGI-4,6.695683215015449e-05,0.15001252999049497,2240.2864772681437,False
500,3.0,1.0,20.0,60.0,CGI-1,0.39164804814470966,0.09932016590714723,0.1542752914879309,True
500,3.0,1.0,20.0,60.0,CGI-2,0.002654906883915635,0.12975004889361605,48.74203889394567,False
500,3.0,1.0,20.0,60.0,CGI-3,0.0006215322707715304,0.08709003099169871,140.03440500190615,False
500,3.0,1.0,20.0,60.0,CGI-4,1.674004868301101e-05,0.03750313249762374,2240.2864772681437,False
500,3.0,1.2,5.0,60.0,CGI-1,0.9368400315234643,2.288336622500672,0.1542752914879309,True
500,3.0,1.2,5.0,60.0,CGI-2,0.057787658990751695,2.989441126508914,48.74203889394567,False
500,3.0,1.2,5.0,60.0,CGI-3,0.014126589426824227,2.0065543140487385,140.03440500190615,False
500,3.0,1.2,5.0,60.0,CGI-4,0.0003855484732878901,0.8640721727452507,2240.2864772681437,False
500,3.0,1.2,10.0,60.0,CGI-1,0.7876047567067587,0.572084155625168,0.1542752914879309,True
500,3.0,1.2,10.0,60.0,CGI-2,0.015101421598913095,0.7473602816272285,48.74203889394567,False
500,3.0,1.2,10.0,60.0,CGI-3,0.0035694656383658202,0.5016385785121846,140.03440500190615,False
500,3.0,1.2,10.0,60.0,CGI-4,9.641499781337926e-05,0.21601804318631268,2240.2864772681437,False
500,3.0,1.2,20.0,60.0,CGI-1,0.4810723318267746,0.143021038906292,0.1542752914879309,True
500,3.0,1.2,20.0,60.0,CGI-2,0.0038186051747257674,0.1868400704068071,48.74203889394567,False
500,3.0,1.2,20.0,60.0,CGI-3,0.0008947617756509871,0.12540964462804616,140.03440500190615,False
500,3.0,1.2,20.0,60.0,CGI-4,2.410549255160356e-05,0.05400451079657817,2240.2864772681437,False
500,3.5,1.0,5.0,60.0,CGI-1,0.8400153554984348,0.8100378272402946,0.1542752914879309,True
500,3.5,1.0,5.0,60.0,CGI-2,0.023570788067582192,1.1766221808105433,48.74203889394567,False
500,3.5,1.0,5.0,60.0,CGI-3,0.00625709822301427,0.8817260733449999,140.03440500190615,False
500,3.5,1.0,5.0,60.0,CGI-4,0.00021191291224198906,0.474846257707577,2240.2864772681437,False
500,3.5,1.0,10.0,60.0,CGI-1,0.5675956098911705,0.20250945681007365,0.1542752914879309,True
500,3.5,1.0,10.0,60.0,CGI-2,0.0059987433479910335,0.2941555452026358,48.74203889394567,False
500,3.5,1.0,10.0,60.0,CGI-3,0.001571650032221427,0.22043151833624997,140.03440500190615,False
500,3.5,1.0,10.0,60.0,CGI-4,5.298664947689771e-05,0.11871156442689425,2240.2864772681437,False
500,3.5,1.0,20.0,60.0,CGI-1,0.24708007825434056,0.05062736420251841,0.1542752914879309,True
500,3.5,1.0,20.0,60.0,CGI-2,0.0015064635029356783,0.07353888630065895,48.74203889394567,False
500,3.5,1.0,20.0,60.0,CGI-3,0.0003933761953379153,0.05510787958406249,140.03440500190615,False
500,3.5,1.0,20.0,60.0,CGI-4,1.3247188812337044e-05,0.029677891106723562,2240.2864772681437,False
