T_eff,logg,R_p_Rj,a_AU,phase_deg,band,f_reflect,Fp_ref_band,Fp_th_band,decision
500,3.0,1.0,5.0,60.0,CGI-1,0.9710044095627991,1.5891226545143566,0.047453491653578136,True
500,3.0,1.0,5.0,60.0,CGI-2,0.07463846109716563,2.0760007822978546,25.73808798348312,False
500,3.0,1.0,5.0,60.0,CGI-3,0.020617751008926412,1.3934404958671798,66.19106449034071,False
500,3.0,1.0,5.0,60.0,CGI-4,0.0008123676170554161,0.6000501199619788,738.0435237548519,False
500,3.0,1.0,10.0,60.0,CGI-1,0.8932991966324901,0.39728066362858916,0.047453491653578136,True
500,3.0,1.0,10.0,60.0,CGI-2,0.019766098663918628,0.5190001955744636,25.73808798348312,False
500,3.0,1.0,10.0,60.0,CGI-3,0.005235394294225524,0.34836012396679494,66.19106449034071,False
500,3.0,1.0,10.0,60.0,CGI-4,0.00020321571866569453,0.1500125299904947,738.0435237548519,False
500,3.0,1.0,20.0,60.0,CGI-1,0.6766893157653652,0.09932016590714729,0.047453491653578136,True
500,3.0,1.0,20.0,60.0,CGI-2,0.005015882994598079,0.1297500488936159,25.73808798348312,False
500,3.0,1.0,20.0,60.0,CGI-3,0.0013140080863849005,0.08709003099169874,66.19106449034071,False
500,3.0,1.0,20.0,60.0,CGI-4,5.081167396455462e-05,0.03750313249762367,738.0435237548519,False
500,3.0,1.2,5.0,60.0,CGI-1,0.9796841799415011,2.2883366225006734,0.047453491653578136,True
500,3.0,1.2,5.0,60.0,CGI-2,0.10406189530129555,2.9894411265089107,25.73808798348312,True
500,3.0,1.2,5.0,60.0,CGI-3,0.029422644796501154,2.0065543140487385,66.19106449034071,False
500,3.0,1.2,5.0,60.0,CGI-4,0.0011693913792570033,0.8640721727452494,738.0435237548519,False
500,3.0,1.2,10.0,60.0,CGI-1,0.9234049910251417,0.5720841556251683,0.047453491653578136,True
500,3.0,1.2,10.0,60.0,CGI-2,0.028217769778574445,0.7473602816272277,25.73808798348312,False
500,3.0,1.2,10.0,60.0,CGI-3,0.007521641130579126,0.5016385785121846,66.19106449034071,False
500,3.0,1.2,10.0,60.0,CGI-4,0.00029260447167428185,0.21601804318631235,738.0435237548519,False
500,3.0,1.2,20.0,60.0,CGI-1,0.7508669977340487,0.1430210389062921,0.047453491653578136,True
500,3.0,1.2,20.0,60.0,CGI-2,0.007206965821406488,0.18684007040680692,25.73808798348312,False
500,3.0,1.2,20.0,60.0,CGI-3,0.0018910782918405715,0.12540964462804616,66.19106449034071,False
500,3.0,1.2,20.0,60.0,CGI-4,7.316717470044329e-05,0.05400451079657809,738.0435237548519,False
500,3.5,1.0,5.0,60.0,CGI-1,0.8690760389613008,0.8100378272402968,0.12203001369159094,True
500,3.5,1.0,5.0,60.0,CGI-2,0.022418489335588185,1.1766221808105435,51.30783219956187,False
500,3.5,1.0,5.0,60.0,CGI-3,0.005871729261907021,0.881726073345,149.28290754919243,False
500,3.5,1.0,5.0,60.0,CGI-4,0.00019045341855979372,0.4748462577075768,2492.766080045207,False
500,3.5,1.0,10.0,60.0,CGI-1,0.6239902237377785,0.2025094568100742,0.12203001369159094,True
500,3.5,1.0,10.0,60.0,CGI-2,0.005700469265982503,0.29415554520263587,51.30783219956187,False
500,3.5,1.0,10.0,60.0,CGI-3,0.0014744253854871027,0.22043151833625,149.28290754919243,False
500,3.5,1.0,10.0,60.0,CGI-4,4.762015670617621e-05,0.1187115644268942,2492.766080045207,False
500,3.5,1.0,20.0,60.0,CGI-1,0.2932244472840786,0.05062736420251855,0.12203001369159094,True
500,3.5,1.0,20.0,60.0,CGI-2,0.001431236355638883,0.07353888630065897,51.30783219956187,False
500,3.5,1.0,20.0,60.0,CGI-3,0.0003690144095315436,0.0551078795840625,149.28290754919243,False
500,3.5,1.0,20.0,60.0,CGI-4,1.1905464381603687e-05,0.02967789110672355,2492.766080045207,False
500,3.5,1.2,5.0,60.0,CGI-1,0.9052918253032801,1.1664544712260272,0.12203001369159094,True
500,3.5,1.2,5.0,60.0,CGI-2,0.03196729492072908,1.6943359403671825,51.30783219956187,False
500,3.5,1.2,5.0,60.0,CGI-3,0.008433501672184589,1.2696855456167997,149.28290754919243,False
500,3.5,1.2,5.0,60.0,CGI-4,0.00027422994239290283,0.6837786110989106,2492.766080045207,False
500,3.5,1.2,10.0,60.0,CGI-1,0.7049875680434545,0.2916136178065068,0.12203001369159094,True
500,3.5,1.2,10.0,60.0,CGI-2,0.008188138201742358,0.4235839850917956,51.30783219956187,False
500,3.5,1.2,10.0,60.0,CGI-3,0.0021217960459221368,0.3174213864041999,149.28290754919243,False
500,3.5,1.2,10.0,60.0,CGI-4,6.857158888537809e-05,0.17094465277472765,2492.766080045207,False
