T_eff,logg,R_p_Rj,a_AU,phase_deg,band,f_reflect,Fp_ref_band,Fp_th_band,decision
500,3.0,1.0,5.0,60.0,CGI-1,0.8924439662619511,1.5576119370478816,0.187721098898366,True
500,3.0,1.0,10.0,60.0,CGI-1,0.6747300894629044,0.3894029842619704,0.187721098898366,True
500,3.0,1.0,20.0,60.0,CGI-1,0.3414954783690922,0.0973507460654926,0.187721098898366,True
500,3.0,1.2,5.0,60.0,CGI-1,0.9227702033268504,2.2429611893489496,0.187721098898366,True
500,3.0,1.2,10.0,60.0,CGI-1,0.7491906732364397,0.5607402973372374,0.187721098898366,True
500,3.0,1.2,20.0,60.0,CGI-1,0.42751581329588745,0.14018507433430935,0.187721098898366,True
500,3.5,1.0,5.0,60.0,CGI-1,0.808540801609091,0.792754639410583,0.187721098898366,True
500,3.5,1.0,10.0,60.0,CGI-1,0.5135621874245391,0.19818865985264575,0.187721098898366,True
500,3.5,1.0,20.0,60.0,CGI-1,0.208823397435393,0.04954716496316144,0.187721098898366,True
500,3.5,1.2,5.0,60.0,CGI-1,0.8587806931108263,1.1415666807512395,0.187721098898366,True
500,3.5,1.2,10.0,60.0,CGI-1,0.6032212378013978,0.28539167018780986,0.187721098898366,True
500,3.5,1.2,20.0,60.0,CGI-1,0.27540119820546677,0.07134791754695247,0.187721098898366,True
500,4.0,1.0,5.0,60.0,CGI-1,0.8406150717516391,0.9900634065841745,0.187721098898366,True
500,4.0,1.0,10.0,60.0,CGI-1,0.5686921832726797,0.24751585164604362,0.187721098898366,True
500,4.0,1.0,20.0,60.0,CGI-1,0.24791245027272785,0.061878962911510904,0.187721098898366,True
500,4.0,1.2,5.0,60.0,CGI-1,0.8836496494084212,1.4256913054812113,0.187721098898366,True
500,4.0,1.2,10.0,60.0,CGI-1,0.6550157225302488,0.3564228263703028,0.187721098898366,True
500,4.0,1.2,20.0,60.0,CGI-1,0.32188250857625644,0.0891057065925757,0.187721098898366,True
600,3.0,1.0,5.0,60.0,CGI-1,0.7918690721614529,1.0250454682587375,0.269417851871718,True
600,3.0,1.0,10.0,60.0,CGI-1,0.4874862041972547,0.2562613670646844,0.269417851871718,True
600,3.0,1.0,20.0,60.0,CGI-1,0.19210965646363604,0.0640653417661711,0.269417851871718,True
600,3.0,1.2,5.0,60.0,CGI-1,0.8456485674579522,1.476065474292582,0.269417851871718,True
600,3.0,1.2,10.0,60.0,CGI-1,0.5780021758796284,0.3690163685731455,0.269417851871718,True
600,3.0,1.2,20.0,60.0,CGI-1,0.25507671709105284,0.09225409214328638,0.269417851871718,True
600,3.5,1.0,5.0,60.0,CGI-1,0.6423975786044673,0.4839826727117649,0.269417851871718,True
600,3.5,1.0,10.0,60.0,CGI-1,0.309916695924237,0.12099566817794123,0.269417851871718,True
