T_eff,logg,R_p_Rj,a_AU,phase_deg,band,Fp_ref_band,Fp_th_band_hybrid_irflux,Fp_th_band_james_picaso,thermal_ratio_james_to_hybrid,f_reflect_hybrid_irflux,f_reflect_james_picaso,delta_f_reflect_james_minus_hybrid,decision_hybrid_irflux,decision_james_picaso,decision_changed,T_eff_key,temperature_k,thermal_gravity_code,thermal_logg_cgs,thermal_pt_file,thermal_cld_file
500,3.5,1.2,10.0,60.0,CGI-4,0.1709446527747276,2240.2864772681437,2434.466368210139,1.0866763661309882,7.629899640233444e-05,7.021360096289335e-05,-6.085395439441087e-06,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,3.5,1.2,20.0,60.0,CGI-1,0.0729034044516267,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.3209077512753359,0.3777223774971124,0.05681462622177652,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,3.5,1.2,20.0,60.0,CGI-2,0.1058959962729489,48.74203889394567,50.68556705521989,1.0398737559071545,0.0021678704844112,0.0020849172264557647,-8.295325795543542e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,3.5,1.2,20.0,60.0,CGI-3,0.0793553466010499,140.03440500190615,147.19546427247022,1.0511378562323066,0.0005663636919291,0.0005388249451352498,-2.7538746793850195e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,3.5,1.2,20.0,60.0,CGI-4,0.0427361631936819,2240.2864772681437,2434.466368210139,1.0866763661309882,1.9075840701209385e-05,1.7554324654983213e-05,-1.521516046226172e-06,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,5.0,60.0,CGI-1,1.0111696240795625,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.8676254111822959,0.8938325404761807,0.0262071292938848,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,5.0,60.0,CGI-2,1.583838543581641,48.74203889394567,50.68556705521989,1.0398737559071545,0.0314716528399879,0.030301445471535193,-0.0011702073684527088,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,5.0,60.0,CGI-3,1.4158249909477942,140.03440500190615,147.19546427247022,1.0511378562323066,0.0100093509287282,0.009527035247222718,-0.0004823156815054828,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,5.0,60.0,CGI-4,0.8706883546926216,2240.2864772681437,2434.466368210139,1.0866763661309882,0.0003884994627097,0.00035752273072244564,-3.0976731987254335e-05,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,10.0,60.0,CGI-1,0.2527924060198906,0.1542752914879309,0.12010449975225923,0.7785076832063877,0.6210082685694641,0.6779150003844592,0.05690673181499506,True,True,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,10.0,60.0,CGI-2,0.3959596358954101,48.74203889394567,50.68556705521989,1.0398737559071545,0.0080581148549415,0.0077515231345714666,-0.0003065917203700329,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
500,4.0,1.0,10.0,60.0,CGI-3,0.3539562477369485,140.03440500190615,147.19546427247022,1.0511378562323066,0.0025212649010663,0.0023988996126790853,-0.00012236528838721486,False,False,False,500,500,31,3.4913616938342726,SLGRID_T500_g31_m+000_CO100_fsed3_full.pt,SLGRID_T500_g31_m+000_CO100_fsed3_picaso.cld
