run_index,case_id,model_name,run_type,source_deck,internal_temperature_k,gravity_ms2,gravity_cgs,logg_cgs,rc_boundary_level,surface_albedo,metallicity_dex,metallicity_xsolar,c_to_o,abundance_path,opacity_path,generate_pressure_grid,pressure_min_bar,pressure_max_bar,pressure_grid_temperature_k,tstart_file,adiabat_option,use_mmw_gradient,convergence_tolerance,include_solar_fluxes,stellar_spectrum_file,stellar_distance_au,use_stellar_blackbody,stellar_teff_k,stellar_radius_rsun,do_clouds,do_holes,hole_fraction,cloud_fraction,fsed,kzz_min_cm2_s,condensible_species,generate_smart_outputs,output_nc
0,SLGRID_T1000_g100_m+000_CO100_fsed3_frac50,SLGRID_T1000_g100_m+000_CO100_fsed3_frac50,patchy_cloud_single_case,run_SLGRID_T1000_g100_m+000_CO100_fsed3_frac50.scr,1000,100,10000,4.0,60,0.01,0.0,1.0,1.00,sonora_2020_kcoeffs/sonora_2020_feh+000_co_100.data.196/full_abunds,sonora_2020_kcoeffs/sonora_2020_feh+000_co_100.data.196/binary_data,true,1e-4,300,500,tstart.dat,saumon,false,0.005,false,input/stars/wmo_solar_spectrum.dat,0.0,false,8000,1.5,true,true,0.5,0.5,3,1e4,"MgSiO3;Mg2SiO4;Na2S;KCl;MnS;ZnS",true,roadrunner_egp/aurora_subneptune_grid/outputs/patchy_cloud/SLGRID_T1000_g100_m+000_CO100_fsed3_frac50.nc
